Date,Open,High,Low,Close,Adj Close,Volume
2020-03-25,820.250000,825.000000,815.400024,815.400024,813.993896,295269
2020-03-26,774.650024,856.150024,774.650024,856.150024,854.673584,1053226
2020-03-27,898.950012,898.950012,898.950012,898.950012,897.399841,159459
2020-03-30,889.900024,943.849976,858.150024,935.799988,934.186279,1825188
2020-03-31,982.549988,982.549988,982.549988,982.549988,980.855652,64612
2020-04-01,1031.650024,1031.650024,1031.650024,1031.650024,1029.870972,56186
2020-04-03,1083.199951,1083.199951,1083.199951,1083.199951,1081.332031,222826
2020-04-07,1110.000000,1137.349976,1099.000000,1137.349976,1135.388672,595428
2020-04-08,1194.199951,1194.199951,1194.199951,1194.199951,1192.140625,96329
2020-04-09,1253.900024,1253.900024,1253.900024,1253.900024,1251.737671,102755
2020-04-13,1259.000000,1316.550049,1200.099976,1290.800049,1288.574219,3734619
2020-04-15,1226.300049,1288.800049,1226.300049,1230.550049,1228.427979,1502734
2020-04-16,1224.000000,1292.050049,1190.000000,1292.050049,1289.822021,1328030
2020-04-17,1356.650024,1356.650024,1308.650024,1356.650024,1354.310547,1950242
2020-04-20,1407.000000,1424.449951,1370.000000,1424.449951,1421.993530,1180893
2020-04-21,1410.000000,1485.000000,1380.000000,1462.099976,1459.578613,2588570
2020-04-22,1480.000000,1509.000000,1401.099976,1434.449951,1431.976318,2024658
2020-04-23,1440.000000,1448.949951,1365.550049,1371.349976,1368.985107,1486156
2020-04-24,1330.000000,1347.750000,1302.800049,1302.800049,1300.553467,911654
2020-04-27,1262.000000,1329.900024,1240.849976,1267.650024,1265.463989,1469108
2020-04-28,1280.000000,1331.000000,1235.000000,1328.400024,1326.109253,2001949
2020-04-29,1364.000000,1364.000000,1305.550049,1319.000000,1316.725464,1254219
2020-04-30,1340.000000,1344.949951,1315.000000,1324.349976,1322.066162,799125
2020-05-04,1270.099976,1304.000000,1270.099976,1282.349976,1280.138672,765846
2020-05-05,1305.000000,1309.800049,1260.000000,1262.000000,1259.823730,656939
2020-05-06,1264.000000,1268.900024,1202.250000,1216.199951,1214.102661,920899
2020-05-07,1219.400024,1248.949951,1190.000000,1214.550049,1212.455566,1023241
2020-05-08,1230.000000,1275.250000,1222.000000,1241.500000,1239.359009,1868126
2020-05-11,1303.550049,1303.550049,1303.550049,1303.550049,1301.302124,129256
2020-05-12,1368.699951,1368.699951,1368.699951,1368.699951,1366.339722,172080
2020-05-13,1437.099976,1437.099976,1376.000000,1437.099976,1434.621826,2267835
2020-05-14,1469.949951,1475.000000,1382.650024,1389.199951,1386.804443,3802074
2020-05-15,1342.000000,1377.400024,1325.650024,1330.099976,1327.806396,1285238
2020-05-18,1310.500000,1314.949951,1263.599976,1263.599976,1261.420898,862737
2020-05-19,1265.000000,1309.949951,1245.650024,1269.900024,1267.710205,1208900
2020-05-20,1333.349976,1333.349976,1333.349976,1333.349976,1331.050781,518568
2020-05-21,1400.000000,1400.000000,1400.000000,1400.000000,1397.585693,186565
2020-05-22,1449.000000,1460.000000,1400.000000,1422.699951,1420.246582,2602895
2020-05-26,1449.000000,1449.000000,1373.000000,1377.750000,1375.374146,1167558
2020-05-27,1347.000000,1414.900024,1331.000000,1391.750000,1389.350098,1205880
2020-05-28,1389.000000,1404.000000,1362.000000,1381.300049,1378.918091,720583
2020-05-29,1380.000000,1422.000000,1366.349976,1410.349976,1407.917847,1242170
2020-06-01,1450.000000,1450.000000,1411.400024,1415.750000,1413.308594,951371
2020-06-02,1422.000000,1425.000000,1402.000000,1409.849976,1407.418823,636146
2020-06-03,1415.000000,1421.650024,1389.000000,1392.550049,1390.148682,831337
2020-06-04,1397.500000,1439.900024,1381.599976,1431.449951,1428.981445,1848723
2020-06-05,1458.900024,1487.500000,1436.000000,1456.199951,1453.688843,2726144
2020-06-08,1470.000000,1595.000000,1458.849976,1532.150024,1529.507935,4335145
2020-06-09,1546.000000,1570.000000,1472.000000,1493.400024,1490.824829,1600207
2020-06-10,1496.000000,1506.849976,1437.000000,1454.550049,1452.041748,1119922
2020-06-11,1454.500000,1477.949951,1425.550049,1433.349976,1430.878296,859441
2020-06-12,1341.000000,1444.000000,1341.000000,1425.250000,1422.792114,1540111
2020-06-15,1425.000000,1449.000000,1410.650024,1423.250000,1420.795776,733614
2020-06-16,1445.000000,1452.750000,1380.800049,1411.050049,1408.616699,891190
2020-06-17,1390.000000,1417.800049,1386.050049,1395.099976,1392.694214,510592
2020-06-18,1400.000000,1427.699951,1391.349976,1409.599976,1407.169189,649092
2020-06-19,1420.000000,1446.000000,1415.000000,1423.949951,1421.494385,1500023
2020-06-22,1430.000000,1442.000000,1412.099976,1416.400024,1413.957520,769499
2020-06-23,1426.000000,1497.500000,1418.000000,1450.800049,1448.298218,2551175
2020-06-24,1461.949951,1479.000000,1417.300049,1421.000000,1418.549561,1125673
2020-06-25,1410.000000,1429.949951,1392.000000,1412.349976,1409.914429,688837
2020-06-26,1349.000000,1404.000000,1340.000000,1382.250000,1379.866333,1727815
2020-06-29,1370.000000,1370.000000,1350.050049,1355.849976,1353.511841,716556
2020-06-30,1370.000000,1384.949951,1356.099976,1358.650024,1356.307129,548360
2020-07-01,1363.650024,1377.000000,1356.000000,1363.050049,1360.699585,382780
2020-07-02,1440.000000,1467.800049,1395.300049,1412.349976,1409.914429,2158391
2020-07-03,1415.000000,1425.000000,1398.000000,1405.099976,1402.677002,599355
2020-07-06,1405.500000,1415.500000,1394.000000,1400.750000,1398.334473,614895
2020-07-07,1410.000000,1411.000000,1390.050049,1397.400024,1394.990234,480077
2020-07-08,1397.000000,1413.349976,1384.599976,1390.099976,1387.702881,472261
2020-07-09,1396.000000,1400.000000,1381.150024,1385.050049,1382.661621,352987
2020-07-10,1375.000000,1444.000000,1360.000000,1400.949951,1398.534058,1831886
2020-07-13,1444.000000,1444.000000,1386.349976,1397.349976,1394.940308,1324689
2020-07-14,1387.000000,1387.000000,1355.550049,1362.150024,1359.801025,755550
2020-07-15,1365.150024,1379.000000,1350.000000,1351.949951,1349.618530,554089
2020-07-16,1355.000000,1379.000000,1335.000000,1364.199951,1361.847534,528359
2020-07-17,1374.000000,1400.000000,1366.699951,1370.949951,1368.585815,807342
2020-07-20,1380.000000,1389.000000,1371.000000,1376.449951,1374.076416,505154
2020-07-21,1381.500000,1412.199951,1376.449951,1390.199951,1387.802612,1155149
2020-07-22,1395.000000,1398.699951,1370.000000,1372.949951,1370.582397,458127
2020-07-23,1373.099976,1386.000000,1365.050049,1371.500000,1369.134888,419142
2020-07-24,1365.099976,1372.000000,1356.000000,1357.849976,1355.508423,376151
2020-07-27,1358.000000,1361.050049,1342.050049,1344.849976,1342.530884,320861
2020-07-28,1345.000000,1354.000000,1340.000000,1345.550049,1343.229736,256361
2020-07-29,1345.000000,1369.000000,1343.050049,1352.750000,1350.417236,385496
2020-07-30,1351.000000,1359.949951,1340.000000,1340.699951,1338.387939,261620
2020-07-31,1345.800049,1346.699951,1332.150024,1335.849976,1333.546387,214854
2020-08-03,1337.000000,1362.000000,1334.199951,1339.699951,1337.389771,293415
2020-08-04,1336.000000,1347.900024,1335.199951,1339.800049,1337.489624,226467
2020-08-05,1345.000000,1347.000000,1335.000000,1336.949951,1334.644409,221229
2020-08-06,1337.500000,1347.050049,1330.199951,1334.550049,1332.248657,300267
2020-08-07,1335.000000,1339.000000,1330.000000,1331.349976,1329.054199,270307
2020-08-10,1332.000000,1337.000000,1320.449951,1323.750000,1321.467285,307725
2020-08-11,1324.000000,1384.300049,1315.050049,1372.050049,1369.683960,1109421
2020-08-12,1350.000000,1414.000000,1350.000000,1386.800049,1384.408569,1763999
2020-08-13,1398.000000,1411.900024,1375.099976,1384.099976,1381.713135,688494
2020-08-14,1385.050049,1409.500000,1350.050049,1368.599976,1366.239868,986060
2020-08-17,1378.000000,1403.599976,1360.300049,1383.550049,1381.164185,870543
2020-08-18,1380.000000,1389.900024,1375.000000,1377.650024,1375.274292,342000
2020-08-19,1386.000000,1402.000000,1338.000000,1361.800049,1359.451660,1279818
2020-08-20,1345.000000,1357.449951,1332.250000,1347.050049,1344.727051,610571
2020-08-21,1350.099976,1358.900024,1335.500000,1341.800049,1339.486084,427617
2020-08-24,1342.000000,1350.000000,1335.300049,1338.099976,1335.792480,349555
2020-08-25,1348.000000,1355.650024,1340.000000,1341.750000,1339.436279,364418
2020-08-26,1345.050049,1387.199951,1342.199951,1369.300049,1366.938843,1102062
2020-08-27,1374.500000,1384.000000,1365.000000,1367.500000,1365.141724,329601
2020-08-28,1366.000000,1379.800049,1362.550049,1366.500000,1364.143433,323676
2020-08-31,1399.000000,1399.000000,1336.000000,1344.250000,1341.931885,582625
2020-09-01,1336.000000,1365.000000,1336.000000,1351.500000,1349.169434,334529
2020-09-02,1363.000000,1369.900024,1353.099976,1359.750000,1357.405151,246512
2020-09-03,1366.000000,1388.000000,1361.199951,1368.699951,1366.339722,499612
2020-09-04,1348.000000,1369.000000,1348.000000,1365.199951,1362.845703,318112
2020-09-07,1390.000000,1451.650024,1366.000000,1414.849976,1412.410156,3210797
2020-09-08,1421.000000,1459.900024,1350.000000,1379.449951,1377.071167,3200738
2020-09-09,1350.000000,1358.699951,1321.150024,1348.900024,1346.573975,1900371
2020-09-10,1360.000000,1383.949951,1350.150024,1370.849976,1368.485962,668785
2020-09-11,1369.500000,1376.000000,1351.000000,1370.550049,1368.186646,445359
2020-09-14,1360.000000,1388.000000,1350.000000,1367.849976,1365.491211,861420
2020-09-15,1375.000000,1388.000000,1361.150024,1369.800049,1367.437866,298460
2020-09-16,1376.000000,1377.000000,1364.000000,1367.400024,1365.042114,232131
2020-09-17,1361.000000,1374.099976,1359.000000,1370.699951,1368.336182,330914
2020-09-18,1376.000000,1420.000000,1370.699951,1405.349976,1402.926514,753145
2020-09-21,1425.000000,1430.000000,1380.000000,1397.349976,1394.940308,947382
2020-09-22,1390.000000,1390.000000,1330.099976,1355.699951,1353.362183,569119
2020-09-23,1365.000000,1380.000000,1353.250000,1372.849976,1370.482544,274748
2020-09-24,1352.849976,1366.000000,1332.000000,1338.849976,1336.541260,399277
2020-09-25,1360.000000,1360.000000,1340.000000,1352.050049,1349.718506,222684
2020-09-28,1360.000000,1372.500000,1355.000000,1367.050049,1364.692627,236418
2020-09-29,1370.000000,1395.000000,1364.000000,1383.349976,1380.964478,437104
2020-09-30,1383.400024,1419.500000,1368.699951,1384.000000,1381.613403,636973
2020-10-01,1410.000000,1410.000000,1370.000000,1379.300049,1376.921509,297196
2020-10-05,1390.000000,1391.050049,1356.250000,1376.050049,1373.677124,406743
2020-10-06,1363.000000,1373.000000,1360.000000,1363.849976,1361.498169,202991
2020-10-07,1370.000000,1376.500000,1349.000000,1356.900024,1354.560059,393948
2020-10-08,1368.000000,1369.949951,1350.000000,1355.599976,1353.262329,268484
2020-10-09,1366.500000,1366.500000,1348.500000,1351.000000,1348.670288,151204
2020-10-12,1355.000000,1369.800049,1330.000000,1334.650024,1332.348511,443931
2020-10-13,1338.050049,1348.000000,1333.349976,1336.500000,1334.195313,163870
2020-10-14,1350.000000,1357.599976,1331.000000,1338.050049,1335.742676,346006
2020-10-15,1340.000000,1347.699951,1326.000000,1329.500000,1327.207275,234781
2020-10-16,1329.000000,1340.000000,1325.000000,1328.099976,1325.809814,141550
2020-10-19,1330.000000,1335.000000,1325.300049,1326.900024,1325.110718,119594
2020-10-20,1326.000000,1342.699951,1326.000000,1332.199951,1330.403442,212946
2020-10-21,1336.550049,1343.900024,1328.000000,1331.750000,1329.954102,156407
2020-10-22,1333.000000,1337.699951,1326.349976,1327.750000,1325.959595,90626
2020-10-23,1329.000000,1332.849976,1327.000000,1327.949951,1326.159180,84503
2020-10-26,1329.000000,1331.000000,1318.000000,1320.650024,1318.869141,159573
2020-10-27,1326.000000,1328.900024,1297.050049,1326.000000,1324.211914,214182
2020-10-28,1324.000000,1339.000000,1310.000000,1333.349976,1331.552002,185005
2020-10-29,1310.000000,1340.000000,1310.000000,1330.599976,1328.805664,165775
2020-10-30,1322.800049,1329.449951,1310.000000,1315.199951,1313.426392,116348
2020-11-02,1320.199951,1321.750000,1300.000000,1302.250000,1300.493896,123930
2020-11-03,1303.000000,1311.500000,1300.000000,1301.449951,1299.694946,107309
2020-11-04,1292.849976,1308.800049,1290.050049,1300.550049,1298.796265,128498
2020-11-05,1301.099976,1316.550049,1301.099976,1310.400024,1308.632935,159682
2020-11-06,1318.000000,1318.400024,1308.300049,1311.199951,1309.431763,108108
2020-11-09,1318.000000,1322.550049,1311.000000,1312.849976,1311.079590,134488
2020-11-10,1325.000000,1416.849976,1322.050049,1374.349976,1372.496704,1889923
2020-11-11,1398.000000,1407.000000,1343.000000,1371.250000,1369.400879,611896
2020-11-12,1375.000000,1400.000000,1355.099976,1381.449951,1379.587036,494237
2020-11-13,1369.000000,1403.000000,1365.900024,1389.250000,1387.376587,619636
2020-11-14,null,null,null,null,null,null
2020-11-17,1398.650024,1407.000000,1372.599976,1380.300049,1378.438721,418712
2020-11-18,1365.000000,1370.949951,1352.099976,1365.300049,1363.458984,311995
2020-11-19,1364.000000,1380.000000,1360.000000,1376.050049,1374.194458,227210
2020-11-20,1390.000000,1399.000000,1361.650024,1381.150024,1379.287598,503583
2020-11-23,1368.000000,1374.000000,1357.000000,1362.349976,1360.512817,322526
2020-11-24,1370.199951,1379.199951,1357.000000,1362.300049,1360.463013,224459
2020-11-25,1370.000000,1370.000000,1353.000000,1353.900024,1352.074341,189928
2020-11-26,1356.000000,1359.949951,1346.300049,1351.349976,1349.527710,122926
2020-11-27,1346.300049,1366.750000,1346.300049,1353.449951,1351.624878,198922
2020-12-01,1358.000000,1368.000000,1353.500000,1358.099976,1356.268555,189344
2020-12-02,1368.000000,1368.800049,1346.550049,1349.900024,1348.079712,186840
2020-12-03,1364.000000,1396.050049,1350.000000,1378.050049,1376.191772,631548
2020-12-04,1382.000000,1597.000000,1382.000000,1570.599976,1568.482056,10432630
2020-12-07,1585.000000,1720.000000,1583.000000,1691.550049,1689.269043,7808616
2020-12-08,1706.800049,1800.000000,1596.599976,1648.500000,1646.276978,6108179
2020-12-09,1666.599976,1701.250000,1601.000000,1617.750000,1615.568481,3686437
2020-12-10,1405.000000,1524.650024,1405.000000,1452.750000,1450.791016,17186934
2020-12-11,1403.949951,1448.800049,1400.000000,1421.000000,1419.083740,9772926
2020-12-14,1424.900024,1508.699951,1422.050049,1479.000000,1477.005615,9444600
2020-12-15,1494.900024,1498.000000,1431.099976,1441.000000,1439.056763,5273914
2020-12-16,1453.800049,1455.900024,1420.000000,1423.400024,1421.480591,3560008
2020-12-17,1431.000000,1441.099976,1420.250000,1424.849976,1422.928589,1327523
2020-12-18,1430.000000,1456.500000,1410.000000,1424.500000,1422.579102,3269771
2020-12-21,1423.800049,1437.500000,1359.000000,1373.500000,1371.647827,2556756
2020-12-22,1374.000000,1408.949951,1336.449951,1399.050049,1397.163452,2680817
2020-12-23,1404.400024,1423.500000,1379.050049,1411.550049,1409.646606,1632777
2020-12-24,1421.000000,1428.400024,1403.199951,1408.949951,1407.050049,1242982
2020-12-28,1420.000000,1438.300049,1411.099976,1417.949951,1416.037842,1324341
2020-12-29,1426.000000,1427.900024,1408.000000,1410.800049,1408.897583,928547
2020-12-30,1420.000000,1443.000000,1408.000000,1434.949951,1433.014893,1637204
2020-12-31,1445.000000,1465.000000,1430.750000,1437.800049,1435.861206,2644030
2021-01-01,289.399994,291.799988,288.019989,289.000000,288.610291,5820940
2021-01-04,292.399994,293.600006,289.000000,290.209991,289.818634,5262530
2021-01-05,288.739990,292.600006,286.290009,291.369995,290.977081,6194675
2021-01-06,292.390015,302.980011,289.799988,296.690002,296.289917,21223825
2021-01-07,298.799988,301.980011,296.000000,297.890015,297.488312,8845040
2021-01-08,300.799988,301.959991,292.149994,294.299988,293.903137,7844545
2021-01-11,296.470001,296.799988,290.399994,292.140015,291.746063,5149790
2021-01-12,292.140015,299.399994,290.799988,296.089996,295.690735,9024105
2021-01-13,298.399994,298.709991,288.440002,292.230011,291.835938,5903480
2021-01-14,293.690002,296.429993,290.489990,292.619995,292.225403,5618095
2021-01-15,293.690002,294.000000,287.399994,288.239990,287.851288,4983220
2021-01-18,289.690002,292.369995,283.540009,284.670013,284.286133,6329360
2021-01-19,287.600006,289.570007,286.559998,288.700012,288.310699,2887500
2021-01-20,290.000000,291.679993,287.399994,290.540009,290.148224,2870575
2021-01-21,292.000000,296.630005,290.000000,290.899994,290.507721,6042200
2021-01-22,290.799988,292.489990,284.619995,286.489990,286.103668,4410035
2021-01-25,286.600006,289.089996,283.410004,285.250000,284.865356,3497400
2021-01-27,286.549988,288.730011,284.450012,287.649994,287.262085,4115535
2021-01-28,287.299988,299.739990,286.600006,291.410004,291.017029,14139780
2021-01-29,293.600006,295.790009,289.040009,291.220001,290.827301,7003680
2021-02-01,293.950012,299.540009,290.230011,291.980011,291.586273,12208490
2021-02-02,293.600006,295.600006,292.269989,294.100006,293.703400,5315880
2021-02-03,295.480011,299.600006,292.429993,293.869995,293.473724,9312665
2021-02-04,294.959991,308.000000,292.850006,303.779999,303.370361,11025600
2021-02-05,309.940002,313.600006,303.000000,311.000000,310.580627,15029430
2021-02-08,313.959991,325.799988,312.399994,323.739990,323.303436,24263805
2021-02-09,324.799988,337.779999,318.399994,328.350006,327.907227,26576235
2021-02-10,329.679993,334.799988,322.220001,323.679993,323.243500,15255270
2021-02-11,325.200012,327.390015,322.350006,323.799988,323.363342,5604990
2021-02-12,325.489990,353.540009,325.200012,346.380005,345.912903,36497695
2021-02-15,346.799988,349.000000,336.399994,342.619995,342.157959,14605000
2021-02-16,343.600006,346.750000,332.399994,334.829987,334.378479,8881850
2021-02-17,334.399994,346.000000,331.399994,339.730011,339.271881,10460450
2021-02-18,337.209991,345.200012,337.209991,340.239990,339.781189,4680520
2021-02-19,340.589996,343.049988,331.190002,335.079987,334.628143,4986820
2021-02-22,335.000000,335.000000,319.600006,323.170013,322.734222,8588995
2021-02-23,322.989990,328.420013,318.559998,326.579987,326.139587,4687445
2021-02-24,327.600006,339.399994,326.019989,335.089996,334.638123,3235425
2021-02-25,337.000000,347.950012,334.000000,345.390015,344.924255,9537220
2021-02-26,339.000000,361.989990,336.000000,351.929993,351.455414,25638605
2021-03-01,357.589996,394.970001,355.109985,387.690002,387.167206,33081285
2021-03-02,394.100006,397.600006,374.010010,379.529999,379.018219,27796385
2021-03-03,379.799988,386.000000,376.000000,377.220001,376.711334,9159855
2021-03-04,377.000000,403.160004,374.000000,392.220001,391.691101,47960940
2021-03-05,393.989990,399.679993,379.200012,388.170013,387.646576,17979140
2021-03-08,392.000000,405.399994,385.320007,403.089996,402.546417,20916905
2021-03-09,410.000000,414.600006,403.000000,405.339996,404.793396,23912320
2021-03-10,409.000000,409.559998,401.399994,403.700012,403.155640,8479065
2021-03-12,406.000000,412.739990,393.000000,397.470001,396.934021,12514795
2021-03-15,401.290009,401.290009,383.000000,389.410004,388.884888,10548415
2021-03-16,385.720001,387.940002,378.000000,380.809998,380.296478,11025335
2021-03-17,381.000000,383.890015,360.200012,364.799988,364.308044,11818755
2021-03-18,367.600006,372.000000,348.000000,353.329987,352.853516,18337275
2021-03-19,350.000000,375.000000,340.600006,371.089996,370.589569,24535040
2021-03-22,371.399994,375.799988,360.829987,367.609985,367.114258,11250950
2021-03-23,369.700012,372.200012,366.200012,368.429993,367.933167,6601325
